PassengerCount,TripDurationSeconds,TripDistanceMiles,PaymentType,FareAmount,TaxAmount,ZipCodeBKey,City,State,TripDate
1,845,4.6,CRD,40,0,10014-2799,New York,NY,2013-01-22
1,1440,4.7,CRD,79,0,10002-4012,Manhattan,NY,2013-05-20
1,41,0,CRD,57,0,07020-1421,Edgewater,NJ,2013-03-17
1,1174,10.6,CRD,30,1,10018-8488,Manhattan,NY,2013-10-09
1,1200,10.87,CRD,32,1,10019-6019,Manhattan,NY,2013-02-11
1,1842,12.7,CRD,38,1,10011-8439,Manhattan,NY,2013-01-11
1,1427,12.7,CRD,36,1,10001-2026,New York,NY,2013-03-30
1,1166,10.7,CRD,30,1,10036-6908,Manhattan,NY,2013-10-29
1,1876,13.3,CRD,39,1,10038-1165,New York,NY,2013-10-09
1,1530,13.2,CRD,39,1,10010-2799,Manhattan,NY,2013-07-16
1,1020,9.93,CRD,29,1,10106-0502,New York,NY,2013-12-26
1,1500,13.26,CRD,38,1,10014-6928,Prince,NY,2013-01-27
1,1256,10.6,CRD,31,1,10019-6331,Manhattan,NY,2013-07-29
1,1999,12.5,CRD,39,1,10036-2824,New York,NY,2013-10-28
1,1723,11.3,CRD,37,1,10018-8101,Manhattan,NY,2013-09-15
1,1587,12.6,CRD,38,1,10014-6924,Prince,NY,2013-11-05
1,1200,11.36,CRD,33,1,10036-6513,Manhattan,NY,2013-09-28
1,1112,11.7,CRD,33,1,10001-2755,Manhattan,NY,2013-05-09
1,1532,11,CRD,33,1,10018-5438,Manhattan,NY,2013-11-13
1,1533,10.7,CRD,33,1,10462-9610,Trinity,NY,2013-03-26
1,1080,11.78,CRD,33,1,10036-1903,New York,NY,2013-07-14
1,1739,10.5,CRD,33,1,10011-1001,Manhattan,NY,2013-08-29
1,1236,11.2,CRD,33,1,10019-7418,Manhattan,NY,2013-10-30
1,1500,10.82,CRD,33,1,10003-4342,Manhattan,NY,2013-05-09
1,1020,10.3,CRD,29,1,10023-4660,Manhattan,NY,2013-03-09
1,1260,10.72,CRD,31,1,10019-6912,Manhattan,NY,2013-02-26
1,1020,9.94,CRD,29,1,10024-6737,Manhattan,NY,2013-10-31
1,1380,10.79,CRD,32,1,10020-2208,New York,NY,2013-09-12
1,900,8.48,CRD,25,1,10023-2870,Manhattan,NY,2013-09-12
1,1020,9.91,CRD,28,1,10036-8329,New York,NY,2013-10-22
1,900,8.53,CRD,25,1,10023-1603,Manhattan,NY,2013-03-23
1,1777,10.1,CRD,31,1,10065-8003,New York,NY,2013-04-24
1,1116,11.2,CRD,32,1,10018-4302,Manhattan,NY,2013-12-04
1,977,9,CRD,25,1,10024-4310,Planetarium,NY,2013-04-22
1,650,5.9,CRD,18,1,10027-2317,Manhattanville,NY,2013-01-22
1,1320,9.88,CRD,29,1,10019-8716,Manhattan,NY,2013-10-22
1,1260,11.04,CRD,32,1,10022-3767,Manhattan,NY,2013-09-09
1,1207,10.5,CRD,31,1,10036-1287,New York,NY,2013-04-20
1,1050,6.4,CRD,20,1,10025-7997,New York,NY,2013-01-16
1,1153,8.3,CRD,24,1,10023-2104,Manhattan,NY,2013-01-18
1,660,6.34,CRD,19,1,10027-7008,New York,NY,2013-09-29
1,1361,11.7,CRD,34,1,10010-4313,Manhattan,NY,2013-01-04
1,1085,10.6,CRD,30,1,10018-8488,Manhattan,NY,2013-03-13
1,1699,8.3,CRD,28,1,10025-5116,Manhattan,NY,2013-07-12
1,1279,10.5,CRD,32,1,10019-6801,Manhattan,NY,2013-02-11
1,900,7.24,CRD,22,1,10025-2840,Manhattan,NY,2013-09-22
1,480,4.14,CRD,14,1,10032-3715,Manhattan,NY,2013-09-17
1,3145,29.5,CRD,110,1,10019-5306,New York,NY,2013-07-17
1,720,8.01,CRD,23,1,10025-5648,Manhattan,NY,2013-10-14
1,1059,10.6,CRD,30,1,10065-6307,Roosevelt Island,NY,2013-12-25
1,1432,12.6,CRD,36,1,10011-8470,Manhattan,NY,2013-02-01
1,1160,10.6,CRD,31,1,10019-1614,New York,NY,2013-01-23
1,1920,18.42,CRD,58,1,10010-2019,Manhattan,NY,2013-01-20
1,1652,13.4,CRD,39,1,10013-1616,Manhattan,NY,2013-07-30
1,1740,13.56,CRD,40,1,10009-6102,Manhattan,NY,2013-02-22
1,1140,11.79,CRD,32,1,10011-3380,Manhattan,NY,2013-03-26
1,1500,13.91,CRD,40,1,10012-2711,Manhattan,NY,2013-11-22
1,3420,19.45,CRD,59,1,11369-1132,Queens,NY,2013-09-04
1,1246,10.3,CRD,30,1,10019-5857,Manhattan,NY,2013-05-13
1,1193,12,CRD,34,1,10014-1022,Manhattan,NY,2013-05-15
1,851,8.7,CRD,25,1,10024-6201,Manhattan,NY,2013-08-19
1,1924,0.9,CRD,32,1,10018-1108,Manhattan,NY,2013-05-10
1,1740,1.15,CRD,34,1,10471-3209,Riverdale,NY,2013-04-25
1,1560,12.91,CRD,38,1,10012-2579,Prince,NY,2013-08-12
1,1517,11.4,CRD,34,1,10001-3412,New York,NY,2013-10-24
1,1667,12.6,CRD,37,1,10065-8519,New York,NY,2013-07-24
1,1200,12.24,CRD,34,1,10019-4300,New York,NY,2013-07-17
1,1018,9.5,CRD,28,1,10019-4451,Manhattan,NY,2013-06-04
1,841,6.9,CRD,21,1,10026-4002,Morningside,NY,2013-01-19
1,973,8.6,CRD,25,1,10023-1765,Manhattan,NY,2013-10-10
1,1080,11.1,CRD,32,1,10019-5808,New York,NY,2013-09-09
1,1266,12.2,CRD,34,1,10036-7106,Manhattan,NY,2013-10-09
1,2160,18.99,CRD,53,1,10036-2709,New York,NY,2013-10-11
1,1740,10.87,CRD,32,1,10023-6923,Manhattan,NY,2013-07-26
1,1442,13,CRD,37,1,11369-1384,Queens,NY,2013-09-17
1,5417,16.7,CRD,25,1,11430-2083,Springfield Gardens,NY,2013-12-02
1,1080,9.39,CRD,28,1,11369-1132,Queens,NY,2013-03-25
1,1140,9.22,CRD,28,1,11369-1222,Queens,NY,2013-08-09
1,2312,18.9,CRD,53,1,10001-3211,Manhattan,NY,2013-08-28
1,1954,18.1,CRD,51,1,10017-6602,Manhattan,NY,2013-03-26
1,1920,24.65,CRD,65,1,11430-1002,Springfield Gardens,NY,2013-12-22
1,1942,17.5,CRD,48,1,10003-8356,Manhattan,NY,2013-10-31
1,1440,14.99,CRD,41,1,11222-1612,Brooklyn,NY,2013-08-23
1,1980,3.02,CRD,21,1,10009-6302,Manhattan,NY,2013-10-11
1,2700,25.85,CRD,70,1,11430-1005,Springfield Gardens,NY,2013-07-20
1,2460,19.55,CRD,56,1,10014-3410,Prince,NY,2013-06-26
1,2940,18.67,CRD,57,1,10011-4754,Manhattan,NY,2013-10-30
1,6251,22.8,CRD,89,1,10025-6819,Planetarium,NY,2013-07-29
1,2760,17.41,CRD,53,1,10022-7504,New York,NY,2013-11-07
1,2757,20,CRD,58,1,10019-6998,Manhattan,NY,2013-12-16
1,1860,16.82,CRD,53,1,11370-1320,Trainsmeadow,NY,2013-12-05
1,1380,12.94,CRD,37,1,10007-1276,Manhattan,NY,2013-10-10
1,2400,28.63,CRD,75,1,11422-3125,Springfield Gardens,NY,2013-09-14
1,2792,21.7,CRD,61,1,10001-3412,New York,NY,2013-08-27
1,2160,19.02,CRD,54,1,10011-4332,Manhattan,NY,2013-04-16
1,3000,36.97,CRD,96,1,11430-1005,Springfield Gardens,NY,2013-05-31
1,540,3.27,CRD,12,1,10003-2006,Manhattan,NY,2013-11-05
1,3345,23,CRD,68,1,11211-3400,Brooklyn,NY,2013-03-10
1,1140,9.67,CRD,29,1,10025-6822,Planetarium,NY,2013-08-22
1,1815,19.8,CRD,53,1,10016-8403,Manhattan,NY,2013-08-02
1,2820,18.65,CRD,58,1,10036-1539,Manhattan,NY,2013-10-25
1,3499,25.4,CRD,73,1,10028-4766,Manhattan,NY,2013-03-27
1,1620,17.25,CRD,48,1,10017-6208,New York,NY,2013-10-30
1,1620,14.98,CRD,42,1,10038-4971,Brooklyn Heights,NY,2013-07-18
1,2893,22.5,CRD,64,1,10036-1903,New York,NY,2013-04-02
1,1380,13.47,CRD,37,1,10011-8605,Manhattan,NY,2013-07-12
1,2168,19.9,CRD,54,1,10018-1909,Manhattan,NY,2013-03-12
1,1808,14.2,CRD,40,1,10005-1908,Brooklyn Heights,NY,2013-07-22
1,1140,11.86,CRD,33,1,10280-1075,Jersey City,NY,2013-04-09
1,2181,23.9,CRD,64,1,10013-2339,Manhattan,NY,2013-11-25
1,2242,22.9,CRD,62,1,10022-6088,New York,NY,2013-05-22
1,2340,19.27,CRD,55,1,11231-1240,Brooklyn,NY,2013-05-23
1,2968,24.6,CRD,70,1,10013-2746,Manhattan,NY,2013-07-24
1,900,4.29,CRD,16,1,10280-1043,Jersey City,NY,2013-01-29
1,2280,20.48,CRD,74,0,10128-0782,New York,NY,2013-11-23
1,1920,12.32,CRD,55,0,10005-1505,Brooklyn Heights,NY,2013-04-03
1,4500,24.92,CRD,95,0,11369-1325,Queens,NY,2013-09-19
1,1200,13.84,CRD,56,0,10003-6806,Manhattan,NY,2013-05-02
1,1080,6.68,CRD,39,0,10154-3301,New York,NY,2013-04-04
1,1680,14.88,CRD,41,1,10007-2402,Manhattan,NY,2013-01-19
1,1260,17.49,CRD,64,0,10023-7422,Manhattan,NY,2013-02-19
1,2460,17.63,CRD,69,0,10020-2208,New York,NY,2013-04-17
1,1440,17.48,CRD,65,0,10069-0819,New York,NY,2013-03-01
1,3000,12.06,CRD,42,1,10003-7816,Manhattan,NY,2013-04-14
1,900,5,CRD,17,1,10016-8702,Manhattan,NY,2013-07-21
1,1721,6,CRD,23,1,10038-4100,Manhattan,NY,2013-10-21
1,1872,7.9,CRD,27,1,10016-2730,Manhattan,NY,2013-06-21
1,2160,10.91,CRD,36,1,11369-1222,Queens,NY,2013-02-11
1,1248,14.1,CRD,38,1,11369-1325,Queens,NY,2013-02-25
1,1132,6.4,CRD,22,1,10001-1207,Manhattan,NY,2013-03-08
1,2253,22.5,CRD,68,1,11430-0672,Springfield Gardens,NY,2013-03-23
1,327,1.2,CRD,7,1,10002-1250,Manhattan,NY,2013-10-02
1,1285,39.6,CRD,3,1,10017-3719,Manhattan,NY,2013-03-05
1,3660,10.9,CRD,43,1,10036-3911,Manhattan,NY,2013-12-11
1,2128,13.5,CRD,40,1,10019-1560,New York,NY,2013-10-31
1,544,2.7,CRD,11,1,10017-5297,New York,NY,2013-04-22
1,17,0,CRD,3,1,10025-7489,Planetarium,NY,2013-12-30
1,1446,10.8,CRD,33,1,10001-1215,Manhattan,NY,2013-06-30
1,2133,12.6,CRD,39,1,11217-2000,Brooklyn,NY,2013-10-26
1,2100,26.26,CRD,69,1,10022-7745,Franklin D Roosevelt,NY,2013-09-19
1,2148,27.9,CRD,87,1,11369-1325,Queens,NY,2013-05-19
1,2308,18.6,CRD,70,0,10022-4718,Franklin D Roosevelt,NY,2013-09-17
1,2040,23.41,CRD,80,0,11369-1037,Trainsmeadow,NY,2013-01-06
1,1260,16.7,CRD,62,0,10001-2919,New York,NY,2013-02-02
1,2759,13.8,CRD,65,0,10003-4820,Manhattan,NY,2013-05-23
1,4320,15.31,CRD,76,0,10013-4257,Manhattan,NY,2013-05-24
1,1067,12.9,CRD,54,0,10003-7112,Manhattan,NY,2013-01-11
1,3480,20.14,CRD,82,0,10025-6013,Manhattan,NY,2013-07-02
1,1860,19.44,CRD,71,0,10021-0546,Manhattan,NY,2013-12-10
1,1800,17.65,CRD,66,0,10001-7706,Manhattan,NY,2013-12-05
1,1600,16.4,CRD,63,0,10005-2891,Brooklyn Heights,NY,2013-06-19
1,1202,15,CRD,58,0,10012-4283,Manhattan,NY,2013-06-08
1,2266,13.8,CRD,61,0,10011-5928,Manhattan,NY,2013-04-02
1,3250,16.5,CRD,74,0,10006-1523,Jersey City,NY,2013-03-26
1,1453,17.4,CRD,64,0,10023-3330,Manhattan,NY,2013-04-30
1,1680,17.41,CRD,65,0,10016-6701,Manhattan,NY,2013-01-18
1,3120,13.74,CRD,69,0,10004-1042,Brooklyn Heights,NY,2013-08-27
1,2471,17.5,CRD,69,0,10019-5018,New York,NY,2013-11-13
1,2820,18.13,CRD,71,0,10022-2604,New York,NY,2013-03-22
1,1980,19.52,CRD,71,0,10028-3071,Manhattan,NY,2013-08-16
1,1932,17.1,CRD,65,0,10017-5509,Manhattan,NY,2013-04-29
1,1320,14.06,CRD,57,0,10011-2816,Manhattan,NY,2013-06-14
1,7686,13.4,CRD,105,0,10011-4934,Manhattan,NY,2013-02-15
1,1409,16.4,CRD,63,0,10036-5502,Manhattan,NY,2013-06-18
1,2940,16.06,CRD,71,0,10003-4283,Manhattan,NY,2013-06-21
1,2521,19.3,CRD,74,0,10019-5156,Manhattan,NY,2013-12-02
1,1511,17.4,CRD,64,0,10023-6923,Manhattan,NY,2013-04-04
1,2340,17.7,CRD,68,0,10022-1282,New York,NY,2013-05-23
1,5820,13.98,CRD,89,0,10010-5524,Manhattan,NY,2013-09-25
1,3360,19.57,CRD,79,0,10011-5020,Manhattan,NY,2013-04-18
1,2640,18.84,CRD,75,0,10036-3417,New York,NY,2013-01-02
1,1680,19.77,CRD,71,0,10023-5060,Manhattan,NY,2013-02-22
1,1213,13.3,CRD,55,0,10006-1106,Manhattan,NY,2013-10-21
1,1440,14.87,CRD,58,0,10016-3105,Manhattan,NY,2013-01-09
1,1620,17.63,CRD,65,0,10019-3905,New York,NY,2013-12-03
1,1309,14,CRD,57,0,11201-3040,Brooklyn,NY,2013-08-15
1,1800,19.91,CRD,71,0,10028-4352,Manhattan,NY,2013-06-03
1,1741,21.4,CRD,75,0,10282-7022,Jersey City,NY,2013-11-21
1,1210,13.4,CRD,55,0,10011-1185,Manhattan,NY,2013-10-02
1,1680,18.68,CRD,69,0,10025-5571,Manhattan,NY,2013-02-28
1,1881,20.1,CRD,71,0,10128-3633,New York,NY,2013-04-25
1,2165,21.8,CRD,77,0,10028-4583,Manhattan,NY,2013-07-09
1,1123,13.3,CRD,54,0,10011-5103,Manhattan,NY,2013-05-14
1,1620,17.03,CRD,64,0,10016-6701,Manhattan,NY,2013-07-11
1,1620,19.12,CRD,68,0,10025-0197,Manhattan,NY,2013-04-07
3,1500,15.98,CRD,61,0,10003-5753,Manhattan,NY,2013-09-13
6,1860,20.17,CRD,72,0,10065-7070,New York,NY,2013-09-12
5,1560,17.93,CRD,67,0,10016-6926,Manhattan,NY,2013-10-09
6,2580,15.01,CRD,64,0,10003-7119,Manhattan,NY,2013-08-28
2,1500,17.72,CRD,65,0,10019-5808,New York,NY,2013-10-03
3,2100,19.29,CRD,71,0,10001-3578,Manhattan,NY,2013-03-27
6,1440,17.07,CRD,63,0,10018-5416,Manhattan,NY,2013-06-12
5,1920,15.75,CRD,62,0,10011-4011,Manhattan,NY,2013-07-21
3,2460,19.2,CRD,73,0,10009-6302,Manhattan,NY,2013-07-08
2,1620,17.28,CRD,65,0,10001-4433,Manhattan,NY,2013-10-28
2,1797,14.4,CRD,42,1,10012-3188,Prince,NY,2013-02-16
2,1016,10.6,CRD,30,1,10023-2999,Manhattan,NY,2013-11-10
2,1266,11,CRD,32,1,10036-7318,Manhattan,NY,2013-01-22
2,1408,10.3,CRD,32,1,10036-4003,Manhattan,NY,2013-11-23
2,660,6.27,CRD,19,1,10027-7013,New York,NY,2013-04-18
2,960,8.8,CRD,26,1,10023-5628,Manhattan,NY,2013-09-14
2,1080,10.61,CRD,31,1,10019-5613,Manhattan,NY,2013-09-24
2,1214,10.2,CRD,30,1,10021-3915,Manhattan,NY,2013-10-06
2,2400,13.94,CRD,44,1,10013-3803,Manhattan,NY,2013-04-27
2,1517,10.3,CRD,31,1,10020-1301,New York,NY,2013-01-09
2,646,8.4,CRD,24,1,10024-6932,Manhattan,NY,2013-04-27
2,1810,13.8,CRD,41,1,10011-7601,Manhattan,NY,2013-01-12
2,1467,1.2,CRD,27,1,10024-4556,Manhattan,NY,2013-05-14
2,1298,10.6,CRD,32,1,10036-1531,Manhattan,NY,2013-01-09
2,840,6.64,CRD,21,1,10027-6939,New York,NY,2013-07-24
6,1740,13.79,CRD,40,1,10001-4596,Manhattan,NY,2013-07-22
5,1080,11.18,CRD,31,1,10001-7024,Manhattan,NY,2013-08-06
6,1080,11.33,CRD,32,1,10036-9093,New York,NY,2013-12-30
5,1200,9.51,CRD,29,1,10023-7500,Manhattan,NY,2013-11-22
5,1740,8.59,CRD,26,1,10024-6279,Manhattan,NY,2013-10-03
5,2520,14.2,CRD,47,1,10013-5024,Manhattan,NY,2013-03-24
3,1595,2.7,CRD,29,1,10024-3625,Manhattan,NY,2013-05-15
3,1500,12.66,CRD,37,1,10016-7925,Manhattan,NY,2013-01-24
5,1560,9.79,CRD,29,1,10028-0108,Flushing,NY,2013-05-28
5,1140,10.82,CRD,31,1,10036-3800,New York,NY,2013-08-23
5,1560,13.13,CRD,38,1,10012-5302,Prince,NY,2013-12-29
2,1920,18.97,CRD,51,1,10019-5158,Manhattan,NY,2013-04-14
2,2640,15.87,CRD,49,1,10011-4935,Manhattan,NY,2013-07-11
2,2217,20.3,CRD,56,1,10022-2024,Franklin D Roosevelt,NY,2013-03-22
5,2460,18.92,CRD,54,1,10022-6340,Franklin D Roosevelt,NY,2013-06-09
2,2160,21.65,CRD,59,1,10022-4624,Manhattan,NY,2013-12-12
2,2536,25.4,CRD,68,1,11422-3125,Springfield Gardens,NY,2013-08-26
2,1831,22.8,CRD,61,1,11430-1005,Springfield Gardens,NY,2013-12-13
2,928,3.8,CRD,15,1,10017-5522,New York,NY,2013-06-13
2,2314,28.5,CRD,75,1,11430-1002,Springfield Gardens,NY,2013-05-13
5,1860,14.7,CRD,42,1,10016-8407,Manhattan,NY,2013-09-25
2,2520,25.68,CRD,69,1,11430-1002,Springfield Gardens,NY,2013-09-29
2,1860,16.86,CRD,46,1,10006-1803,Brooklyn Heights,NY,2013-12-10
5,4620,41.49,CRD,115,1,10009-7931,Manhattan,NY,2013-11-10
4,1860,16.33,CRD,45,1,10016-6112,Manhattan,NY,2013-09-10
5,1320,4.97,CRD,22,1,10007-2165,Manhattan,NY,2013-11-15
5,1800,16.93,CRD,64,0,10019-6078,New York,NY,2013-10-09
3,1655,17.9,CRD,66,0,10019-1628,New York,NY,2013-08-23
4,1860,18.1,CRD,67,0,10017-3517,Manhattan,NY,2013-07-10
6,7860,13.19,CRD,85,1,11369-1664,Flushing,NY,2013-03-20
5,3780,15.25,CRD,76,0,10011-8847,Manhattan,NY,2013-03-15
2,2070,22.8,CRD,60,1,11430-1005,Springfield Gardens,NY,2013-01-25
3,960,9.22,CRD,27,1,11369-1664,Flushing,NY,2013-01-22
3,4200,43.74,CRD,135,0,11430-1002,Springfield Gardens,NY,2013-03-13
2,4320,23.85,CRD,73,1,10023-5800,Manhattan,NY,2013-07-19
2,1954,21,CRD,74,0,10022-2207,Franklin D Roosevelt,NY,2013-05-25
5,2220,11.37,CRD,37,1,11369-1132,Queens,NY,2013-09-12
2,2570,15.6,CRD,48,1,10019-3536,New York,NY,2013-10-01
2,948,12.7,CRD,52,0,10012-1504,Prince,NY,2013-07-26
5,975,4.9,CRD,18,1,10013-2355,Manhattan,NY,2013-12-12
5,1800,21.12,CRD,56,1,10016-0100,New York,NY,2013-05-06
2,1823,11.3,CRD,35,1,10036-7318,Manhattan,NY,2013-12-19
2,2160,18.51,CRD,52,1,10022-6122,New York,NY,2013-06-12
5,2640,17.56,CRD,69,0,10019-1629,New York,NY,2013-06-06
2,1902,15.5,CRD,44,1,10014-3404,Prince,NY,2013-09-22
2,2460,24.97,CRD,68,1,10009-8032,Manhattan,NY,2013-09-14
2,1062,8,CRD,25,1,10010-1602,Manhattan,NY,2013-02-14
1,1080,8.91,UNK,27,1,11369-1664,Flushing,NY,2013-11-30
2,2880,15.77,UNK,69,0,11231-5415,Brooklyn,NY,2013-10-04
2,1597,10.7,CSH,33,1,11369-1132,Queens,NY,2013-01-23
1,5,0,CSH,52,1,10001-3319,Manhattan,NY,2013-01-23
1,3801,16.3,NOC,52,1,10017-3940,New York,NY,2013-03-21
1,15,0,CSH,52,1,11430-0672,Springfield Gardens,NY,2013-02-03
1,2736,21.3,CSH,52,1,11422-3125,Springfield Gardens,NY,2013-02-11
1,887,6.4,CSH,20,1,10027-3712,Lincolnton,NY,2013-03-21
1,3660,17.03,UNK,52,1,10011-6062,Manhattan,NY,2013-10-31
1,1380,9.24,UNK,28,1,11231-3306,Brooklyn,NY,2013-12-13
1,1740,16.84,UNK,52,1,10016-0916,Manhattan,NY,2013-01-25
1,1740,10.82,UNK,35,1,10019-1562,New York,NY,2013-02-13
1,840,5.21,UNK,17,1,11231-3444,Brooklyn,NY,2013-03-01
1,1680,17.73,UNK,52,1,11430-0672,Springfield Gardens,NY,2013-11-01
1,3300,9.84,UNK,43,1,11215-4220,Brooklyn,NY,2013-12-23
1,3000,11.21,UNK,44,1,10011-4725,Manhattan,NY,2013-12-12
1,1380,8.51,UNK,28,1,10017-5951,Manhattan,NY,2013-10-27
1,2100,14.56,UNK,40,1,11369-1325,Queens,NY,2013-04-12
1,840,8.48,UNK,24,1,10001-1755,Manhattan,NY,2013-08-19
1,1740,19.58,UNK,52,1,11430-1005,Springfield Gardens,NY,2013-05-04
1,1560,16.81,UNK,52,1,11430-1002,Springfield Gardens,NY,2013-08-26
6,1380,11.11,UNK,33,1,10019-7410,Manhattan,NY,2013-11-16
6,1980,9.42,UNK,32,1,11369-1384,Queens,NY,2013-10-21
6,1200,13.55,UNK,38,1,10019-5703,Manhattan,NY,2013-10-05
3,1680,11.19,UNK,35,1,10019-3905,New York,NY,2013-11-22
6,1200,7.56,UNK,25,1,11371-8505,Trainsmeadow,NY,2013-10-01
5,2700,16.44,UNK,52,1,10017-1174,Manhattan,NY,2013-10-01
6,3120,11.4,UNK,42,1,10018-6006,New York,NY,2013-04-05
5,1860,10.6,UNK,33,1,11373-4045,Elmhurst,NY,2013-02-21
6,2580,11.45,UNK,40,1,11238-2714,Brooklyn,NY,2013-11-16
1,1440,9.39,UNK,30,1,11218-3912,Brooklyn,NY,2013-10-13
2,1140,9.43,UNK,28,1,11369-1384,Queens,NY,2013-12-29
5,2040,10.78,UNK,34,1,11369-1325,Queens,NY,2013-05-10
1,1500,5.59,UNK,21,1,10017-1503,Manhattan,NY,2013-11-07
1,1320,9.04,UNK,26,1,10016-3589,Manhattan,NY,2013-01-11
1,1440,8.17,UNK,26,1,10022-6340,Franklin D Roosevelt,NY,2013-10-03
1,1620,12.78,UNK,37,1,11369-1325,Queens,NY,2013-01-11
2,2654,16.9,CRD,52,1,11369-1664,Flushing,NY,2013-05-21
6,1980,18.62,CRD,52,1,10010-2219,Manhattan,NY,2013-02-20
3,2280,18.05,CRD,52,1,10028-0820,Flushing,NY,2013-11-01
6,2220,17.83,CRD,52,1,10027-2317,Manhattanville,NY,2013-10-02
2,1980,18.91,CRD,52,1,11430-1002,Springfield Gardens,NY,2013-07-01
5,2820,17.03,CRD,52,1,10003-2984,Manhattan,NY,2013-07-30
6,2520,16.49,CRD,52,1,10001-6238,New York,NY,2013-07-27
5,1860,20.16,CRD,52,1,10038-4154,Manhattan,NY,2013-09-13
6,2640,21.72,CRD,52,1,10019-7435,Manhattan,NY,2013-09-07
4,1920,17.26,CRD,52,1,10036-1503,Manhattan,NY,2013-01-24
5,780,12.32,CRD,52,1,11377-7341,Astoria,NY,2013-05-04
5,3840,16.72,CRD,52,1,10001-1802,Manhattan,NY,2013-06-13
3,4140,19.33,CRD,52,1,10019-5488,New York,NY,2013-09-11
5,3540,18.83,CRD,52,1,10027-7008,New York,NY,2013-03-06
5,1500,17.65,CRD,52,1,10013-1946,Manhattan,NY,2013-06-28
6,1500,16.44,CRD,52,1,10001-3101,Manhattan,NY,2013-08-07
4,1560,16.61,CRD,52,1,10016-3084,Manhattan,NY,2013-01-13
6,2100,15.7,CRD,52,1,10016-3147,Manhattan,NY,2013-06-23
5,2400,17.45,CRD,52,1,10018-1029,Manhattan,NY,2013-03-03
5,1920,17.68,CRD,52,1,10019-1614,New York,NY,2013-01-18
4,2040,16.53,CRD,52,1,10003-3608,Manhattan,NY,2013-06-21
3,1680,17.19,CRD,52,1,10009-3302,Manhattan,NY,2013-07-20
3,2580,16.56,CRD,52,1,10019-3811,New York,NY,2013-01-11
3,2721,16.6,CRD,52,1,10018-8015,Manhattan,NY,2013-05-15
6,1320,18.02,CRD,52,1,10027-3427,Manhattanville,NY,2013-09-26
3,2502,16.9,CRD,52,1,10036-6703,Manhattan,NY,2013-08-03
3,2641,16.2,CRD,52,1,10019-5500,New York,NY,2013-03-05
3,1668,16.1,CRD,52,1,10016-9074,Manhattan,NY,2013-01-03
3,2167,16.4,CRD,52,1,10018-5439,New York,NY,2013-08-08
4,2100,19.22,CRD,52,1,10029-7101,New York,NY,2013-01-26
6,3120,16.72,CRD,52,1,10022-4146,Franklin D Roosevelt,NY,2013-05-03
3,1357,16.5,CRD,52,1,10001-4435,Manhattan,NY,2013-12-25
4,1941,16.1,CRD,52,1,10003-2988,Manhattan,NY,2013-07-03
6,1380,16.72,CRD,52,1,10018-1117,Manhattan,NY,2013-10-13
4,2700,17.45,CRD,52,1,10036-4075,Manhattan,NY,2013-03-10
6,2100,19.24,CRD,52,1,10019-1534,New York,NY,2013-02-18
6,2640,21.27,CRD,52,1,10023-5000,Manhattan,NY,2013-03-13
3,2362,16.9,CRD,52,1,10036-4515,Manhattan,NY,2013-08-25
4,1860,17.96,CRD,52,1,10011-1867,Manhattan,NY,2013-09-29
3,1827,18.1,CRD,52,1,10023-7917,Manhattan,NY,2013-05-27
4,960,14.19,CRD,52,1,11102-3790,Queens,NY,2013-04-28
5,3660,17.07,CRD,52,1,10020-0073,New York,NY,2013-03-14
5,2280,18.79,CRD,52,1,10011-7762,Manhattan,NY,2013-02-20
5,1200,16.07,CRD,52,1,10016-6043,Manhattan,NY,2013-02-05
5,2880,16.88,CRD,52,1,10019-6704,Manhattan,NY,2013-06-27
5,2100,20.47,CRD,52,1,10023-2627,Manhattan,NY,2013-08-19
5,2040,21.66,CRD,52,1,10019-7434,Manhattan,NY,2013-01-27
5,1320,17.93,CRD,52,1,10128-5177,New York,NY,2013-10-13
5,2220,14.46,CRD,52,1,11101-5805,Long Island City,NY,2013-09-27
5,1560,17.99,CRD,52,1,10036-7012,New York,NY,2013-06-14
5,1560,17.6,CRD,52,1,10011-8421,Manhattan,NY,2013-05-27
5,2100,21.61,CRD,52,1,10017-3513,Manhattan,NY,2013-09-16
5,3480,18.15,CRD,52,1,10020-1004,New York,NY,2013-03-18
5,1680,19.85,CRD,52,1,10021-2600,Manhattan,NY,2013-01-28
5,2400,21.23,CRD,52,1,10019-3574,New York,NY,2013-01-23
2,2697,20.3,CRD,52,1,10024-3904,Planetarium,NY,2013-04-11
2,2986,17.3,CRD,52,1,10012-0283,Manhattan,NY,2013-02-21
2,1980,16.82,CRD,52,1,10010-5524,Manhattan,NY,2013-12-13
2,1665,18.6,CRD,52,1,10075-1035,Manhattan,NY,2013-12-24
2,1780,15.6,CRD,52,1,10016-3572,Manhattan,NY,2013-10-25
2,1704,16.5,CRD,52,1,10022-7796,Manhattan,NY,2013-12-13
2,1729,15.8,CRD,52,1,10016-3105,Manhattan,NY,2013-05-08
2,4600,15.6,CRD,52,1,10017-5807,Manhattan,NY,2013-09-13
2,2710,16,CRD,52,1,10009-8111,Manhattan,NY,2013-05-11
2,2638,15,CRD,52,1,10005-1606,Brooklyn Heights,NY,2013-10-09
2,2153,17.6,CRD,52,1,10019-5002,New York,NY,2013-12-27
2,2580,17,CRD,52,1,10003-1703,Manhattan,NY,2013-10-10
2,2340,16.28,CRD,52,1,10017-1297,Manhattan,NY,2013-03-19
